restaurant_id,restaurant_name,cuisine,city,area,total_orders,total_cancellations,cancellation_rate_pct,avg_delivery_duration,avg_order_value,avg_quality_risk,restaurant_health_score,distinct_items_served,top_ordered_item
RST00593,Golden Curry Arabian Ranches,Indian,Dubai,Arabian Ranches,380,47,12.37,41.01,115.08,0.434,0.477,10,Palak Paneer
RST00603,Golden Curry Muwaileh,Indian,Sharjah,Muwaileh,394,38,9.64,43.32,56.36,0.382,0.683,10,Butter Chicken
RST00604,Pampanga Kitchen Mirdif,Filipino,Dubai,Mirdif,393,55,13.99,42.55,100.58,0.418,0.551,10,Kare Kare
RST00612,Haleem Express Downtown,Pakistani,Dubai,Downtown,398,66,16.58,41.94,214.46,0.413,0.548,10,Aloo Gosht
RST00620,Golden Curry Al Reef,Indian,Abu Dhabi,Al Reef,424,53,12.5,44.87,57.06,0.358,0.827,10,Lamb Rogan Josh
RST00636,Smash & Stack Oud Metha,American,Dubai,Oud Metha,386,40,10.36,41.74,123.49,0.339,0.873,10,Chocolate Milkshake
RST00650,Spice Route Al Taawun,Indian,Sharjah,Al Taawun,382,51,13.35,43.29,57.22,0.39,0.698,10,Butter Chicken
RST00654,Sarap Dito Al Taawun,Filipino,Sharjah,Al Taawun,414,39,9.42,43.45,49.59,0.373,0.755,10,Longganisa Rice
RST00657,Desi Zaika Oud Metha,Pakistani,Dubai,Oud Metha,378,47,12.43,43.14,102.99,0.368,0.754,10,Seekh Kebab
RST00659,Sakura Sushi Garhoud,Japanese,Dubai,Garhoud,373,24,6.43,41.45,155.99,0.322,0.915,10,Edamame
RST00673,Masala Junction Al Majaz,Indian,Sharjah,Al Majaz,378,40,10.58,43.38,56.66,0.381,0.714,10,Garlic Naan
RST00678,BBQ Tonight Downtown,Pakistani,Dubai,Downtown,377,31,8.22,43.1,217.54,0.344,0.84,10,Mutton Biryani
RST00686,Saffron Table JLT,Indian,Dubai,JLT,385,43,11.17,42.2,115.4,0.39,0.657,10,Lamb Rogan Josh
RST00703,Golden Curry JLT,Indian,Dubai,JLT,392,43,10.97,43.66,116.41,0.352,0.816,10,Chicken Biryani
RST00704,Chai & Spice Al Nuaimiya,Indian,Ajman,Al Nuaimiya,364,41,11.26,43.53,58.94,0.405,0.623,10,Lamb Rogan Josh
RST00721,Golden Curry International City,Indian,Dubai,International City,369,31,8.4,43.09,55.37,0.368,0.791,10,Lamb Rogan Josh
RST00724,La Cucina Al Furjan,Italian,Dubai,Al Furjan,389,48,12.34,43.46,136.91,0.418,0.537,10,Risotto ai Funghi
RST00735,Peshawar Wala Downtown,Pakistani,Dubai,Downtown,413,58,14.04,42.11,226.79,0.363,0.738,10,Nihari
RST00741,Lahori Chaska Business Bay,Pakistani,Dubai,Business Bay,392,41,10.46,44.0,101.07,0.341,0.867,10,Paya Soup
RST00760,Golden Curry Muwaileh,Indian,Sharjah,Muwaileh,408,40,9.8,43.35,56.18,0.386,0.673,10,Palak Paneer
RST00762,Capricciosa Al Raha Beach,Italian,Abu Dhabi,Al Raha Beach,378,36,9.52,42.38,344.55,0.343,0.868,10,Cannoli Siciliani
RST00768,Taco Loco Al Furjan,Mexican,Dubai,Al Furjan,359,45,12.53,44.36,114.37,0.415,0.606,3,Beef Tacos (3pcs)
RST00772,Wasabi Kitchen Jumeirah Village Triangle,Japanese,Dubai,Jumeirah Village Triangle,374,43,11.5,43.32,152.27,0.371,0.796,10,Miso Soup
RST00775,Desi Zaika Jumeirah Village Circle,Pakistani,Dubai,Jumeirah Village Circle,389,42,10.8,42.02,107.52,0.398,0.646,10,Aloo Gosht
RST00789,Namaste Kitchen Business Bay,Indian,Dubai,Business Bay,362,24,6.63,42.64,110.95,0.306,0.993,10,Chicken Biryani
RST00797,Pampanga Kitchen Muwaileh,Filipino,Sharjah,Muwaileh,378,59,15.61,43.58,50.76,0.441,0.52,10,Chicken Adobo
RST00811,Amalfi Table Khalidiyah,Italian,Abu Dhabi,Khalidiyah,438,52,11.87,43.57,134.99,0.421,0.527,10,Caprese Salad
RST00821,Spice Route Muhaisnah,Indian,Dubai,Muhaisnah,397,41,10.33,42.72,58.44,0.352,0.819,10,Mango Lassi
RST00823,Khaleeji Bites Mirdif,Arabic,Dubai,Mirdif,361,43,11.91,42.73,137.31,0.408,0.589,10,Machboos
RST00836,Khaleeji Bites Al Shamkha,Arabic,Abu Dhabi,Al Shamkha,357,30,8.4,42.07,64.71,0.332,0.907,10,Kabsa
RST00840,Sarap Dito Arabian Ranches,Filipino,Dubai,Arabian Ranches,384,49,12.76,44.26,98.35,0.419,0.583,10,Chicken Adobo
RST00846,BBQ Smokehouse Motor City,American,Dubai,Motor City,371,37,9.97,42.41,124.87,0.383,0.699,10,Crispy Chicken Sandwich
RST00849,Shawarma Station Bur Dubai,Arabic,Dubai,Bur Dubai,435,32,7.36,43.77,65.17,0.332,0.917,10,Chicken Shawarma
RST00856,Jade Garden Corniche,Chinese,Abu Dhabi,Corniche,423,51,12.06,42.15,232.6,0.386,0.66,10,Steamed Dumplings
RST00861,Leila Restaurant Creek Harbour,Lebanese,Dubai,Creek Harbour,384,37,9.64,43.72,249.35,0.36,0.79,10,Kafta Wrap
RST00869,Trattoria Roma Muwaileh,Italian,Sharjah,Muwaileh,380,31,8.16,40.73,69.13,0.362,0.763,10,Tiramisu
RST00875,Golden Dragon Al Jurf,Chinese,Ajman,Al Jurf,386,50,12.95,43.91,54.7,0.42,0.535,10,Peking Duck Wrap
RST00882,Sakura Sushi Dubai Hills,Japanese,Dubai,Dubai Hills,396,43,10.86,42.51,333.39,0.404,0.617,10,Beef Gyoza (6pcs)
RST00888,Namaste Kitchen Palm Jumeirah,Indian,Dubai,Palm Jumeirah,394,41,10.41,43.39,238.78,0.303,0.971,10,Mango Lassi
RST00891,Maharaja Palace Business Bay,Indian,Dubai,Business Bay,381,42,11.02,43.1,116.91,0.412,0.588,10,Chicken Biryani
RST00894,Masala Junction Karama,Indian,Dubai,Karama,387,37,9.56,42.95,56.01,0.312,0.986,10,Chicken Biryani
RST00921,Green Valley Pakistani Al Rashidiya,Pakistani,Ajman,Al Rashidiya,364,40,10.99,42.54,52.68,0.385,0.672,10,Sheer Khurma
RST00924,Cedar Tree Al Reem Island,Lebanese,Abu Dhabi,Al Reem Island,393,42,10.69,42.38,109.24,0.357,0.769,10,Warak Dawali
RST00931,Green Valley Pakistani Al Shamkha,Pakistani,Abu Dhabi,Al Shamkha,344,31,9.01,41.97,51.37,0.319,0.921,10,Karahi Chicken
RST00938,Pinoy Kitchen DIFC,Filipino,Dubai,DIFC,413,38,9.2,41.67,190.33,0.404,0.572,10,Longganisa Rice
RST00943,Pizza Express Dubai Business Bay,Italian,Dubai,Business Bay,390,43,11.03,41.0,146.64,0.358,0.741,10,Margherita Pizza
RST00954,Curry Leaf Oud Metha,Indian,Dubai,Oud Metha,401,47,11.72,41.36,113.48,0.381,0.718,10,Mango Lassi
RST00962,Mezze House Business Bay,Lebanese,Dubai,Business Bay,370,43,11.62,43.6,117.0,0.367,0.764,10,Knafeh
RST00978,Al Safadi Al Nuaimiya,Arabic,Ajman,Al Nuaimiya,384,53,13.8,42.09,66.89,0.407,0.6,10,Hummus Platter
RST00981,Dynasty Kitchen Al Nahda,Chinese,Sharjah,Al Nahda,358,49,13.69,42.83,56.46,0.489,0.249,10,Spring Rolls (4pcs)
RST00983,All American Diner Al Majaz,American,Sharjah,Al Majaz,399,48,12.03,42.06,59.14,0.332,0.893,10,Onion Rings
RST00989,Dynasty Kitchen Mirdif,Chinese,Dubai,Mirdif,352,41,11.65,40.11,107.35,0.365,0.741,10,Mapo Tofu
RST00997,Al Safadi Downtown,Arabic,Dubai,Downtown,382,33,8.64,44.16,286.5,0.354,0.842,10,Chicken Shawarma
RST01001,Dumpling Republic Muwaileh,Chinese,Sharjah,Muwaileh,401,65,16.21,43.32,54.88,0.49,0.269,10,Peking Duck Wrap
RST01002,Suhoor Lounge Oud Metha,Arabic,Dubai,Oud Metha,373,32,8.58,44.21,122.5,0.326,0.923,10,Jareesh
RST01003,Zaatar w Zeit Business Bay,Lebanese,Dubai,Business Bay,380,43,11.32,41.8,115.93,0.366,0.743,10,Lamb Kibbeh
RST01013,BBQ Tonight Dubai South,Pakistani,Dubai,Dubai South,420,31,7.38,43.69,54.65,0.345,0.858,10,Mutton Biryani
RST01023,Thai Orchid Discovery Gardens,Thai,Dubai,Discovery Gardens,368,58,15.76,42.13,53.97,0.426,0.48,5,Mango Sticky Rice
RST01037,Al Hamra Pakistani Corniche,Pakistani,Abu Dhabi,Corniche,407,36,8.85,41.76,214.78,0.353,0.81,10,Nihari
RST01038,Arabian Nights Kitchen Business Bay,Arabic,Dubai,Business Bay,373,36,9.65,43.97,132.71,0.379,0.696,10,Chicken Shawarma
RST01042,Karachi Darbar Al Reem Island,Pakistani,Abu Dhabi,Al Reem Island,388,65,16.75,41.64,108.78,0.429,0.478,10,Seekh Kebab
RST01050,Sarap Dito Al Mushrif,Filipino,Abu Dhabi,Al Mushrif,388,49,12.63,42.73,96.67,0.412,0.546,10,Sisig Rice Bowl
RST01060,Peshawar Wala Creek Harbour,Pakistani,Dubai,Creek Harbour,398,51,12.81,43.47,223.02,0.387,0.674,10,Chapli Kebab
RST01062,Al Dawaar Grill JLT,Arabic,Dubai,JLT,379,35,9.23,45.89,124.14,0.352,0.857,10,Falafel Wrap
RST01070,Royal Biryani House Jumeirah,Indian,Dubai,Jumeirah,366,33,9.02,42.51,112.14,0.313,0.956,10,Mango Lassi
RST01078,Bombay Kitchen Al Taawun,Indian,Sharjah,Al Taawun,377,46,12.2,43.52,56.33,0.407,0.626,10,Chicken Tikka Masala
RST01079,Emirati Table Bur Dubai,Arabic,Dubai,Bur Dubai,394,56,14.21,42.46,66.12,0.442,0.432,10,Grilled Hammour
RST01080,Masala Junction Business Bay,Indian,Dubai,Business Bay,377,50,13.26,42.58,114.94,0.416,0.561,10,Palak Paneer
RST01084,Al Safadi JLT,Arabic,Dubai,JLT,388,57,14.69,41.92,122.86,0.418,0.549,10,Kabsa
RST01096,Golden Dragon Festival City,Chinese,Dubai,Festival City,419,42,10.02,43.42,227.66,0.369,0.737,10,Dim Sum Basket
RST01122,Adobo House Al Reef,Filipino,Abu Dhabi,Al Reef,399,42,10.53,42.83,49.46,0.398,0.639,10,Lechon Kawali
RST01148,Nonna Rosa Oud Metha,Italian,Dubai,Oud Metha,370,47,12.7,43.4,142.47,0.39,0.685,10,Chicken Parmigiana
RST01157,Al Safadi Discovery Gardens,Arabic,Dubai,Discovery Gardens,393,43,10.94,43.22,64.33,0.369,0.732,10,Machboos
RST01170,Al Dawaar Grill Marina,Arabic,Dubai,Marina,403,35,8.68,41.85,286.12,0.331,0.895,10,Falafel Wrap
RST01174,Suhoor Lounge Corniche,Arabic,Abu Dhabi,Corniche,392,40,10.2,41.67,290.75,0.342,0.83,10,Machboos
RST01176,Pinoy Kitchen Al Barsha,Filipino,Dubai,Al Barsha,394,57,14.47,44.38,95.95,0.459,0.439,10,Longganisa Rice
RST01179,Jade Garden Muwaileh,Chinese,Sharjah,Muwaileh,387,38,9.82,42.96,56.31,0.352,0.836,10,Sweet & Sour Pork
RST01195,Noodle Bar Shanghai JLT,Chinese,Dubai,JLT,375,46,12.27,42.69,117.08,0.44,0.474,10,Sweet & Sour Pork
RST01196,Sisig Station Al Reem Island,Filipino,Abu Dhabi,Al Reem Island,385,41,10.65,42.52,98.57,0.393,0.677,10,Kare Kare
RST01208,Saffron Table Jumeirah Village Triangle,Indian,Dubai,Jumeirah Village Triangle,356,46,12.92,42.43,114.7,0.351,0.828,10,Mango Lassi
RST01221,Peking House Khalidiyah,Chinese,Abu Dhabi,Khalidiyah,360,34,9.44,41.08,110.46,0.335,0.87,10,Wonton Soup
RST01224,Ramen Republic Mirdif,Japanese,Dubai,Mirdif,410,43,10.49,45.48,156.31,0.352,0.82,10,Beef Gyoza (6pcs)
RST01230,Bollywood Bites Al Barsha,Indian,Dubai,Al Barsha,365,33,9.04,42.33,119.2,0.364,0.763,10,Palak Paneer
RST01231,Maharaja Palace Deira,Indian,Dubai,Deira,363,29,7.99,41.11,57.06,0.332,0.867,10,Chicken Biryani
RST01249,Burger District Business Bay,American,Dubai,Business Bay,395,51,12.91,41.67,120.18,0.424,0.509,10,Philly Cheesesteak
RST01254,Nihari House Al Taawun,Pakistani,Sharjah,Al Taawun,393,41,10.43,43.66,50.43,0.378,0.727,10,Chapli Kebab
RST01289,Nashville Hot Silicon Oasis,American,Dubai,Silicon Oasis,414,35,8.45,44.04,63.72,0.338,0.846,10,Philly Cheesesteak
RST01301,Leila Restaurant JLT,Lebanese,Dubai,JLT,386,61,15.8,43.89,114.34,0.408,0.599,10,Chicken Tawook
RST01303,Haleem Express Downtown,Pakistani,Dubai,Downtown,387,46,11.89,42.65,221.03,0.38,0.74,10,Paya Soup
RST01305,Bombay Kitchen Jumeirah,Indian,Dubai,Jumeirah,377,41,10.88,42.32,115.49,0.403,0.641,10,Mango Lassi
RST01324,Mezze House Al Nahda,Lebanese,Sharjah,Al Nahda,401,52,12.97,43.63,59.75,0.38,0.728,10,Fattoush Salad
RST01348,Bollywood Bites JLT,Indian,Dubai,JLT,373,48,12.87,42.81,111.1,0.375,0.677,10,Dal Makhani
RST01352,Patty Perfect Creek Harbour,American,Dubai,Creek Harbour,381,43,11.29,43.56,270.91,0.369,0.772,10,Onion Rings
RST01363,Noodle Bar Shanghai Al Nahda,Chinese,Sharjah,Al Nahda,382,46,12.04,43.35,53.84,0.45,0.466,10,Beef Chow Mein
RST01366,Al Dawaar Grill Al Rashidiya,Arabic,Ajman,Al Rashidiya,378,54,14.29,42.97,64.62,0.421,0.547,10,Falafel Wrap
RST01371,Punjab Grill Al Taawun,Indian,Sharjah,Al Taawun,383,38,9.92,42.5,55.08,0.408,0.581,10,Samosa (2pcs)
RST01391,Jade Garden Al Shamkha,Chinese,Abu Dhabi,Al Shamkha,358,36,10.06,42.37,55.68,0.389,0.692,10,Mapo Tofu
RST01398,Leila Restaurant Mohammed Bin Zayed City,Lebanese,Abu Dhabi,Mohammed Bin Zayed City,388,32,8.25,42.9,58.82,0.368,0.761,10,Fattoush Salad
RST01406,Bedouin Kitchen Al Nuaimiya,Arabic,Ajman,Al Nuaimiya,384,42,10.94,41.85,61.06,0.366,0.74,10,Jareesh
RST01413,Shake Shack Express Al Nuaimiya,American,Ajman,Al Nuaimiya,383,38,9.92,42.55,61.69,0.333,0.891,10,Classic Smash Burger
RST01423,Royal Biryani House Marina,Indian,Dubai,Marina,386,37,9.59,45.86,253.67,0.343,0.9,10,Butter Chicken
RST01438,Il Pomodoro Al Reem Island,Italian,Abu Dhabi,Al Reem Island,362,42,11.6,42.86,136.26,0.384,0.716,10,Cannoli Siciliani
RST01441,Zaatar w Zeit Discovery Gardens,Lebanese,Dubai,Discovery Gardens,388,36,9.28,43.45,56.17,0.373,0.73,10,Manakeesh Zaatar
RST01442,Pampanga Kitchen Marina,Filipino,Dubai,Marina,391,65,16.62,43.56,200.2,0.436,0.486,10,Kare Kare
RST01486,Adobo House Al Quoz,Filipino,Dubai,Al Quoz,413,47,11.38,42.19,50.97,0.396,0.645,10,Pancit Canton
RST01488,Byblos on the Sea Marina,Lebanese,Dubai,Marina,376,31,8.24,43.97,249.61,0.356,0.827,10,Knafeh
RST01496,Taco Loco Al Jurf,Mexican,Ajman,Al Jurf,377,27,7.16,41.49,58.68,0.354,0.824,3,Loaded Nachos
RST01509,Dumpling Republic JLT,Chinese,Dubai,JLT,416,36,8.65,43.26,109.01,0.362,0.808,10,Steamed Dumplings
RST01512,Bombay Kitchen Al Raha Beach,Indian,Abu Dhabi,Al Raha Beach,414,39,9.42,42.49,251.79,0.345,0.834,10,Gulab Jamun
RST01513,Saffron Table Jumeirah Village Circle,Indian,Dubai,Jumeirah Village Circle,385,36,9.35,44.27,118.02,0.357,0.818,10,Butter Chicken
RST01517,Dynasty Kitchen Jumeirah Village Triangle,Chinese,Dubai,Jumeirah Village Triangle,380,35,9.21,42.71,103.81,0.35,0.815,10,Fried Rice Special
RST01518,Curry Leaf Masdar City,Indian,Abu Dhabi,Masdar City,357,46,12.89,43.78,115.67,0.428,0.513,10,Butter Chicken
RST01532,Capricciosa Bur Dubai,Italian,Dubai,Bur Dubai,440,47,10.68,42.98,67.47,0.36,0.754,10,Margherita Pizza
RST01550,Bombay Kitchen Corniche,Indian,Abu Dhabi,Corniche,390,41,10.51,42.52,242.44,0.344,0.801,10,Butter Chicken
RST01558,Tandoor House Jumeirah,Indian,Dubai,Jumeirah,390,59,15.13,41.55,112.8,0.417,0.562,10,Palak Paneer
RST01561,Bangkok Bites Palm Jumeirah,Thai,Dubai,Palm Jumeirah,387,36,9.3,41.86,221.38,0.389,0.669,5,Pad Thai
RST01565,Burrito Bandido Al Majaz,Mexican,Sharjah,Al Majaz,393,52,13.23,42.86,57.42,0.459,0.408,3,Beef Tacos (3pcs)
RST01571,Golden Curry Saadiyat Island,Indian,Abu Dhabi,Saadiyat Island,366,40,10.93,41.19,255.02,0.343,0.835,10,Gulab Jamun
RST01573,Ihaw Ihaw Al Muroor,Filipino,Abu Dhabi,Al Muroor,411,40,9.73,43.22,48.79,0.362,0.771,10,Halo Halo
RST01578,Cedar Tree Al Nahda,Lebanese,Sharjah,Al Nahda,374,35,9.36,43.02,58.11,0.37,0.698,10,Lamb Kibbeh
RST01580,Saffron Table Al Mushrif,Indian,Abu Dhabi,Al Mushrif,379,58,15.3,42.58,114.05,0.4,0.617,10,Butter Chicken
RST01591,Mumbai Street Food Jumeirah Village Triangle,Indian,Dubai,Jumeirah Village Triangle,369,49,13.28,41.88,117.88,0.382,0.709,10,Garlic Naan
RST01599,Saffron Table Garhoud,Indian,Dubai,Garhoud,407,40,9.83,42.48,117.18,0.337,0.874,10,Palak Paneer
RST01607,Golden Curry Al Nahda,Indian,Sharjah,Al Nahda,377,59,15.65,43.92,55.99,0.451,0.462,10,Chicken Tikka Masala
RST01616,BBQ Tonight Dubai Hills,Pakistani,Dubai,Dubai Hills,371,53,14.29,43.45,216.92,0.429,0.518,10,Sheer Khurma
RST01617,Mandi House Al Quoz,Arabic,Dubai,Al Quoz,396,51,12.88,43.36,60.62,0.38,0.704,10,Hummus Platter
RST01638,Peshawar Wala Satwa,Pakistani,Dubai,Satwa,402,43,10.7,42.38,52.37,0.407,0.582,10,Haleem
RST01640,BBQ Smokehouse Festival City,American,Dubai,Festival City,347,40,11.53,43.35,260.5,0.392,0.658,10,Philly Cheesesteak
RST01641,Zaatar w Zeit Khalifa City,Lebanese,Abu Dhabi,Khalifa City,404,28,6.93,43.81,115.53,0.327,0.943,10,Manakeesh Zaatar
RST01656,Jollibee Express Tourist Club Area,Filipino,Abu Dhabi,Tourist Club Area,401,62,15.46,42.86,93.88,0.464,0.375,10,Halo Halo
RST01662,Punjab Grill Mirdif,Indian,Dubai,Mirdif,402,50,12.44,43.02,113.52,0.396,0.651,10,Lamb Rogan Josh
RST01665,Chao Fan Express Garhoud,Chinese,Dubai,Garhoud,392,25,6.38,42.5,109.28,0.327,0.947,10,Fried Rice Special
RST01666,Arabian Nights Kitchen Marina,Arabic,Dubai,Marina,397,37,9.32,42.76,287.54,0.36,0.771,10,Machboos
RST01675,Golden Dragon Khalidiyah,Chinese,Abu Dhabi,Khalidiyah,389,43,11.05,43.48,112.74,0.338,0.865,10,Steamed Dumplings
RST01684,Nihari House International City,Pakistani,Dubai,International City,395,32,8.1,44.14,51.08,0.362,0.769,10,Paya Soup
RST01696,Dynasty Kitchen Al Reem Island,Chinese,Abu Dhabi,Al Reem Island,392,52,13.27,43.88,116.0,0.451,0.434,10,Fried Rice Special
RST01699,Al Waha Lebanese Garhoud,Lebanese,Dubai,Garhoud,379,47,12.4,43.99,114.64,0.402,0.631,10,Knafeh
RST01712,Namaste Kitchen Al Raha Beach,Indian,Abu Dhabi,Al Raha Beach,426,41,9.62,42.56,230.75,0.356,0.783,10,Lamb Rogan Josh
RST01722,Nashville Hot Al Nahda,American,Sharjah,Al Nahda,401,45,11.22,42.97,59.88,0.409,0.585,10,Beef Hot Dog
RST01725,Chai & Spice Business Bay,Indian,Dubai,Business Bay,411,33,8.03,44.33,118.38,0.329,0.934,10,Palak Paneer
RST01732,Delhi Darbar DIFC,Indian,Dubai,DIFC,371,50,13.48,43.36,249.74,0.391,0.671,10,Chicken Biryani
RST01739,Emirati Table JLT,Arabic,Dubai,JLT,348,34,9.77,42.63,128.08,0.394,0.666,10,Lamb Mandi
RST01741,Islamabad Grill Jumeirah Village Triangle,Pakistani,Dubai,Jumeirah Village Triangle,383,50,13.05,42.19,100.51,0.391,0.625,10,Mutton Biryani
RST01743,Five Guys Kitchen Jumeirah Village Circle,American,Dubai,Jumeirah Village Circle,358,45,12.57,41.26,124.8,0.36,0.779,10,Onion Rings
RST01754,Burrito Bandido Al Quoz,Mexican,Dubai,Al Quoz,368,52,14.13,43.06,56.63,0.446,0.482,3,Loaded Nachos
RST01765,Maharaja Palace Karama,Indian,Dubai,Karama,380,44,11.58,42.72,57.27,0.402,0.618,10,Dal Makhani
RST01766,Capricciosa Bur Dubai,Italian,Dubai,Bur Dubai,402,47,11.69,43.71,70.45,0.366,0.736,10,Cannoli Siciliani
RST01770,Dim Sum Palace Garhoud,Chinese,Dubai,Garhoud,412,44,10.68,43.96,103.73,0.347,0.843,10,Sweet & Sour Pork
RST01772,BBQ Tonight Al Nuaimiya,Pakistani,Ajman,Al Nuaimiya,379,57,15.04,42.05,55.04,0.428,0.509,10,Chapli Kebab
RST01789,Zaatar w Zeit Karama,Lebanese,Dubai,Karama,371,58,15.63,42.51,56.9,0.454,0.39,10,Kafta Wrap
RST01791,All American Diner Palm Jumeirah,American,Dubai,Palm Jumeirah,376,39,10.37,40.86,253.55,0.374,0.707,10,Nashville Hot Tenders
RST01799,Bangkok Bites Electra Street,Thai,Abu Dhabi,Electra Street,406,57,14.04,42.51,107.56,0.428,0.534,5,Pad Thai
RST01808,Dumpling Republic Downtown,Chinese,Dubai,Downtown,381,32,8.4,44.75,247.44,0.354,0.805,10,Peking Duck Wrap
RST01838,Five Guys Kitchen Downtown,American,Dubai,Downtown,405,49,12.1,42.19,260.4,0.39,0.646,10,Onion Rings
RST01852,Shake Shack Express Al Barsha,American,Dubai,Al Barsha,401,31,7.73,43.01,119.32,0.353,0.793,10,Classic Smash Burger
RST01857,Namaste Kitchen International City,Indian,Dubai,International City,406,52,12.81,42.39,57.57,0.41,0.6,10,Butter Chicken
RST01859,Al Waha Lebanese Silicon Oasis,Lebanese,Dubai,Silicon Oasis,356,46,12.92,41.67,56.29,0.408,0.601,10,Knafeh
RST01868,Jollibee Express Al Barsha,Filipino,Dubai,Al Barsha,365,49,13.42,40.5,103.46,0.404,0.578,10,Longganisa Rice
RST01875,Lucky Wok Silicon Oasis,Chinese,Dubai,Silicon Oasis,394,73,18.53,42.85,52.96,0.518,0.136,10,Dim Sum Basket
RST01879,Desi Zaika Silicon Oasis,Pakistani,Dubai,Silicon Oasis,390,32,8.21,44.01,50.39,0.328,0.889,10,Nihari
RST01911,Islamabad Grill Al Reem Island,Pakistani,Abu Dhabi,Al Reem Island,394,38,9.64,43.51,104.83,0.372,0.751,10,Mutton Biryani
RST01914,Bella Napoli Mirdif,Italian,Dubai,Mirdif,381,42,11.02,42.98,142.39,0.39,0.672,10,Cannoli Siciliani
RST01931,Spice Route Al Shamkha,Indian,Abu Dhabi,Al Shamkha,408,37,9.07,43.05,61.05,0.355,0.836,10,Palak Paneer
RST01935,Saffron Table Silicon Oasis,Indian,Dubai,Silicon Oasis,394,37,9.39,42.97,56.72,0.351,0.831,10,Samosa (2pcs)
RST01938,Babel Beirut Deira,Lebanese,Dubai,Deira,412,32,7.77,42.58,57.22,0.36,0.788,10,Shanklish Salad
RST01952,Al Hamra Pakistani Al Quoz,Pakistani,Dubai,Al Quoz,351,27,7.69,42.31,50.65,0.32,0.929,10,Seekh Kebab
RST01958,Al Hamra Pakistani Al Nahda,Pakistani,Sharjah,Al Nahda,406,42,10.34,42.44,51.47,0.308,0.978,10,Paya Soup
RST01961,Green Valley Pakistani Muwaileh,Pakistani,Sharjah,Muwaileh,413,45,10.9,42.76,52.59,0.381,0.718,10,Seekh Kebab
RST01974,Dim Sum Palace Yas Island,Chinese,Abu Dhabi,Yas Island,422,25,5.92,41.05,233.67,0.327,0.879,10,Steamed Dumplings
RST01987,Namaste Kitchen Deira,Indian,Dubai,Deira,377,38,10.08,44.48,57.48,0.369,0.782,10,Chicken Biryani
RST01989,Sashimi Bar Marina,Japanese,Dubai,Marina,376,46,12.23,43.94,356.6,0.376,0.744,10,Beef Gyoza (6pcs)
RST01994,Shawarma Station Garhoud,Arabic,Dubai,Garhoud,376,35,9.31,41.59,128.53,0.375,0.719,10,Lamb Mandi
RST00002,Bella Napoli Al Nahda Dubai,Italian,Dubai,Al Nahda Dubai,390,35,8.97,43.21,74.49,0.356,0.804,10,Pasta Carbonara
RST00003,Peshawar Wala Silicon Oasis,Pakistani,Dubai,Silicon Oasis,371,32,8.63,42.07,52.8,0.324,0.949,10,Daal Chawal
RST00009,Chao Fan Express Al Rashidiya,Chinese,Ajman,Al Rashidiya,342,29,8.48,43.98,52.81,0.347,0.84,10,Beef Chow Mein
RST00025,Burrito Bandido Al Barsha,Mexican,Dubai,Al Barsha,378,51,13.49,41.68,111.75,0.349,0.812,3,Chicken Burrito
RST00034,Karachi Darbar Al Karamah,Pakistani,Abu Dhabi,Al Karamah,390,41,10.51,43.41,107.58,0.367,0.759,10,Haleem
RST00041,Adobo House Al Barsha,Filipino,Dubai,Al Barsha,352,48,13.64,43.08,98.65,0.389,0.672,10,Crispy Pata
RST00043,Lahori Chaska Khalifa City,Pakistani,Abu Dhabi,Khalifa City,372,42,11.29,43.56,103.72,0.439,0.477,10,Seekh Kebab
RST00061,Al Hamra Pakistani Bur Dubai,Pakistani,Dubai,Bur Dubai,349,30,8.6,40.94,52.72,0.34,0.876,10,Karahi Chicken
RST00075,Mumbai Street Food Marina,Indian,Dubai,Marina,348,27,7.76,40.99,252.37,0.316,0.945,10,Lamb Rogan Josh
RST00077,Punjab Grill Al Taawun,Indian,Sharjah,Al Taawun,409,41,10.02,43.63,55.2,0.345,0.862,10,Chicken Tikka Masala
RST00079,Pad Thai House Palm Jumeirah,Thai,Dubai,Palm Jumeirah,397,43,10.83,40.94,223.85,0.316,0.953,5,Green Curry Chicken
RST00086,Haleem Express Al Shamkha,Pakistani,Abu Dhabi,Al Shamkha,383,51,13.32,42.24,51.44,0.373,0.729,10,Aloo Gosht
RST00091,All American Diner Dubai Hills,American,Dubai,Dubai Hills,377,31,8.22,42.22,264.89,0.346,0.843,10,Crispy Chicken Sandwich
RST00100,Mandi House Marina,Arabic,Dubai,Marina,389,54,13.88,43.59,301.96,0.376,0.754,10,Chicken Shawarma
RST00106,Curry Leaf Al Jurf,Indian,Ajman,Al Jurf,358,42,11.73,41.97,58.72,0.402,0.636,10,Garlic Naan
RST00107,Nihari House Al Mushrif,Pakistani,Abu Dhabi,Al Mushrif,381,41,10.76,42.86,100.84,0.41,0.603,10,Haleem
RST00128,Namaste Kitchen Al Mushrif,Indian,Abu Dhabi,Al Mushrif,330,28,8.48,41.32,107.96,0.364,0.77,10,Gulab Jamun
RST00130,Delhi Darbar Al Nahda,Indian,Sharjah,Al Nahda,385,46,11.95,43.34,56.79,0.369,0.753,10,Dal Makhani
RST00133,Dumpling Republic Oud Metha,Chinese,Dubai,Oud Metha,359,50,13.93,42.87,113.9,0.405,0.568,10,Spring Rolls (4pcs)
RST00139,Haleem Express Marina,Pakistani,Dubai,Marina,401,37,9.23,42.75,222.71,0.353,0.83,10,Haleem
