user_id,total_orders,avg_order_value,total_spend,total_cancellations,cancellation_rate_pct,weekend_orders,ramadan_orders,avg_delivery_duration,avg_risk_score,user_subscription,city,payment_method,churn_risk,top_cuisine
USR024887,25,121.2,3030.03,1,4.0,8,2,45.1,0.393,0,Abu Dhabi,Credit Card,0,Indian
USR024890,23,88.31,2031.11,0,0.0,1,2,42.13,0.381,1,Sharjah,Apple Pay,0,Indian
USR024891,10,96.71,967.11,1,10.0,2,1,40.84,0.356,0,Dubai,Debit Card,1,Indian
USR024893,18,128.15,2306.74,1,5.56,3,0,36.17,0.383,0,Dubai,Credit Card,1,Indian
USR024895,33,94.94,3133.08,6,18.18,12,2,41.82,0.404,1,Dubai,In-App Wallet,0,Filipino
USR024896,33,138.21,4560.95,5,15.15,10,5,38.82,0.365,1,Dubai,Apple Pay,0,Indian
USR024906,25,103.04,2575.95,1,4.0,7,1,43.7,0.39,0,Sharjah,Apple Pay,0,Indian
USR024918,9,70.59,635.32,2,22.22,2,2,49.64,0.404,1,Dubai,Credit Card,1,Italian
USR024923,15,108.45,1626.78,0,0.0,7,1,40.95,0.368,0,Abu Dhabi,Apple Pay,1,Indian
USR024926,33,110.26,3638.46,5,15.15,10,1,44.41,0.37,1,Abu Dhabi,Credit Card,0,Indian
USR024928,20,117.79,2355.74,5,25.0,7,1,47.04,0.387,0,Dubai,In-App Wallet,0,Indian
USR024929,26,116.54,3029.92,2,7.69,7,1,49.7,0.39,1,Dubai,Debit Card,0,Indian
USR024934,20,125.02,2500.37,3,15.0,6,2,44.46,0.391,1,Abu Dhabi,Apple Pay,0,Italian
USR024935,32,129.85,4155.22,4,12.5,7,1,42.69,0.353,1,Dubai,Credit Card,0,Indian
USR024937,24,90.69,2176.65,4,16.67,6,4,38.75,0.377,1,Ajman,Apple Pay,0,Lebanese
USR024947,15,107.75,1616.25,4,26.67,3,2,43.26,0.415,1,Dubai,Credit Card,1,Indian
USR024955,27,115.16,3109.31,3,11.11,7,3,48.17,0.385,0,Abu Dhabi,Credit Card,0,Indian
USR024961,20,111.65,2233.06,4,20.0,5,2,47.75,0.397,1,Dubai,Apple Pay,0,Indian
USR024969,37,123.95,4586.24,3,8.11,10,4,46.86,0.368,0,Dubai,Apple Pay,0,Indian
USR024972,37,134.66,4982.26,5,13.51,10,1,43.15,0.433,1,Dubai,Credit Card,0,Indian
USR024978,28,134.76,3773.36,5,17.86,4,2,40.95,0.353,1,Dubai,Debit Card,0,Indian
USR024980,12,90.54,1086.48,0,0.0,4,3,32.96,0.308,1,Dubai,Credit Card,1,Indian
USR025002,25,132.15,3303.79,1,4.0,7,1,45.16,0.35,1,Dubai,Credit Card,0,Indian
USR025011,19,87.46,1661.72,3,15.79,8,3,39.25,0.403,1,Dubai,Apple Pay,1,Indian
USR025015,32,92.61,2963.62,3,9.38,12,4,42.95,0.382,0,Dubai,Apple Pay,0,Indian
USR025017,26,117.88,3064.76,2,7.69,4,3,40.0,0.398,0,Dubai,In-App Wallet,0,Indian
USR025019,30,127.31,3819.44,6,20.0,10,2,40.03,0.37,0,Abu Dhabi,Credit Card,0,Indian
USR025020,28,99.51,2786.26,1,3.57,6,3,46.3,0.374,1,Dubai,Credit Card,0,Indian
USR025028,31,132.45,4106.02,3,9.68,13,1,43.57,0.411,0,Abu Dhabi,Debit Card,0,Indian
USR025032,29,91.91,2665.5,4,13.79,6,2,43.47,0.388,1,Abu Dhabi,Apple Pay,0,American
USR025034,9,106.44,957.96,0,0.0,2,2,37.18,0.367,1,Abu Dhabi,Credit Card,1,Italian
USR025035,25,133.61,3340.22,2,8.0,4,1,49.87,0.387,0,Dubai,In-App Wallet,0,Indian
USR025038,20,122.72,2454.48,3,15.0,4,2,43.77,0.436,0,Sharjah,Credit Card,1,Indian
USR025042,25,158.12,3953.08,4,16.0,6,4,38.48,0.355,0,Dubai,Apple Pay,0,Indian
USR025043,12,163.63,1963.5,1,8.33,2,4,43.49,0.355,0,Dubai,Credit Card,1,Indian
USR025045,22,117.48,2584.6,4,18.18,6,1,42.97,0.407,1,Dubai,Apple Pay,0,Indian
USR025048,22,96.36,2120.0,1,4.55,5,1,38.19,0.368,0,Dubai,Apple Pay,0,American
USR025064,28,105.49,2953.73,1,3.57,7,4,45.18,0.382,0,Dubai,In-App Wallet,0,Pakistani
USR025069,24,100.6,2414.36,4,16.67,5,5,41.17,0.396,0,Sharjah,Apple Pay,0,Pakistani
USR025073,26,158.12,4111.14,1,3.85,9,2,44.6,0.413,0,Ajman,Credit Card,0,Indian
USR025076,23,96.95,2229.93,3,13.04,9,0,36.82,0.359,1,Ajman,Credit Card,0,Indian
USR025083,15,142.87,2143.06,1,6.67,5,4,33.86,0.344,1,Sharjah,Credit Card,1,Japanese
USR025086,31,107.7,3338.56,6,19.35,10,2,41.52,0.357,1,Abu Dhabi,Credit Card,0,Indian
USR025087,34,150.85,5128.78,6,17.65,10,6,39.27,0.393,0,Dubai,Apple Pay,0,Indian
USR025088,18,112.46,2024.34,2,11.11,5,4,43.81,0.35,1,Dubai,Credit Card,1,Filipino
USR025096,21,111.04,2331.93,1,4.76,6,4,44.95,0.342,0,Dubai,Credit Card,1,Indian
USR025101,31,120.55,3737.08,6,19.35,4,3,46.72,0.389,1,Abu Dhabi,Credit Card,0,Indian
USR025102,27,121.81,3288.76,3,11.11,6,3,39.64,0.378,1,Dubai,Credit Card,0,Indian
USR025111,27,150.85,4073.05,3,11.11,9,1,41.57,0.364,1,Dubai,Apple Pay,0,Indian
USR025115,30,97.78,2933.4,3,10.0,7,2,49.37,0.403,1,Dubai,Credit Card,0,Indian
USR025116,21,140.02,2940.44,2,9.52,2,2,50.27,0.422,1,Abu Dhabi,Credit Card,0,Indian
USR025118,28,115.73,3240.44,2,7.14,4,1,39.6,0.323,0,Dubai,Apple Pay,0,Pakistani
USR025122,35,115.72,4050.1,3,8.57,11,2,40.09,0.359,1,Dubai,Credit Card,0,Indian
USR025123,26,115.66,3007.27,4,15.38,10,2,43.91,0.354,1,Dubai,Credit Card,0,American
USR025124,27,163.76,4421.48,4,14.81,8,3,43.97,0.36,0,Dubai,In-App Wallet,0,Indian
USR025125,22,99.75,2194.46,2,9.09,7,3,36.56,0.355,1,Dubai,Credit Card,0,Indian
USR025130,34,159.29,5415.78,2,5.88,7,3,42.36,0.363,1,Abu Dhabi,Credit Card,0,Indian
USR025145,24,110.31,2647.4,1,4.17,11,2,41.95,0.341,1,Dubai,Credit Card,0,Indian
USR025146,32,125.24,4007.52,3,9.38,8,3,39.32,0.378,0,Abu Dhabi,Apple Pay,0,Indian
USR025158,14,100.13,1401.85,1,7.14,4,2,44.49,0.369,1,Dubai,Debit Card,1,Indian
USR025162,27,124.12,3351.35,1,3.7,6,4,41.47,0.387,0,Dubai,Apple Pay,0,Indian
USR025166,13,110.09,1431.19,0,0.0,4,0,42.77,0.375,1,Ajman,In-App Wallet,1,Lebanese
USR025174,36,137.45,4948.11,2,5.56,8,4,42.95,0.389,1,Dubai,In-App Wallet,0,American
USR025179,26,112.84,2933.74,1,3.85,4,2,34.28,0.353,1,Dubai,In-App Wallet,0,Indian
USR025180,40,124.73,4989.14,5,12.5,14,4,41.37,0.417,0,Dubai,In-App Wallet,0,Indian
USR025188,26,123.73,3216.89,2,7.69,11,2,39.51,0.358,1,Dubai,Credit Card,0,Lebanese
USR025189,15,147.84,2217.54,1,6.67,4,4,52.85,0.414,0,Dubai,Apple Pay,0,Arabic
USR025192,32,148.75,4759.89,6,18.75,9,3,41.79,0.399,1,Dubai,Credit Card,0,Indian
USR025197,29,91.02,2639.55,6,20.69,11,1,46.06,0.38,1,Dubai,Apple Pay,0,Indian
USR025211,10,108.0,1080.0,0,0.0,3,2,57.21,0.453,1,Sharjah,In-App Wallet,1,Arabic
USR025216,36,126.14,4540.96,3,8.33,12,3,44.89,0.371,0,Abu Dhabi,Apple Pay,0,Indian
USR025217,33,99.89,3296.5,2,6.06,8,3,43.9,0.366,0,Abu Dhabi,In-App Wallet,0,Indian
USR025221,37,146.89,5434.78,4,10.81,10,5,40.7,0.363,1,Abu Dhabi,In-App Wallet,0,Indian
USR025225,24,120.95,2902.82,1,4.17,6,2,36.63,0.37,0,Dubai,Credit Card,0,Indian
USR025228,34,135.78,4616.58,5,14.71,11,4,37.47,0.38,1,Ajman,Apple Pay,0,Indian
USR025232,26,118.31,3075.95,2,7.69,5,4,41.91,0.385,1,Dubai,Apple Pay,0,Indian
USR025236,20,159.28,3185.61,2,10.0,8,4,45.81,0.391,1,Sharjah,In-App Wallet,0,Arabic
USR025239,33,129.92,4287.35,1,3.03,10,0,43.71,0.362,0,Dubai,Apple Pay,0,Pakistani
USR025240,25,142.93,3573.26,0,0.0,6,2,44.28,0.359,1,Abu Dhabi,Apple Pay,0,Indian
USR025241,29,127.87,3708.36,5,17.24,6,2,43.98,0.368,0,Sharjah,Apple Pay,0,Lebanese
USR025247,36,105.19,3786.97,4,11.11,11,2,41.44,0.351,0,Abu Dhabi,Apple Pay,0,Indian
USR025253,33,93.23,3076.64,5,15.15,13,4,42.83,0.377,1,Ajman,Credit Card,0,Indian
USR025255,25,125.76,3144.02,4,16.0,12,2,39.32,0.363,1,Dubai,Credit Card,0,Italian
USR025260,27,119.26,3220.03,3,11.11,6,0,41.7,0.355,1,Abu Dhabi,Apple Pay,0,Indian
USR025266,18,146.86,2643.4,0,0.0,5,1,45.74,0.403,0,Dubai,Credit Card,1,Indian
USR025268,31,140.01,4340.4,5,16.13,6,4,40.37,0.371,1,Sharjah,Debit Card,0,Indian
USR025280,12,151.87,1822.43,0,0.0,3,1,43.35,0.375,1,Ajman,In-App Wallet,1,Chinese
USR025281,32,149.89,4796.45,3,9.38,5,2,41.12,0.394,0,Dubai,Apple Pay,0,Indian
USR025284,26,165.58,4305.13,1,3.85,7,4,42.28,0.363,0,Dubai,Apple Pay,0,Arabic
USR025285,27,125.37,3384.95,2,7.41,13,2,42.88,0.391,1,Dubai,Apple Pay,0,Indian
USR025287,29,103.12,2990.51,5,17.24,6,3,48.04,0.388,1,Sharjah,Apple Pay,0,Indian
USR025295,25,111.5,2787.4,3,12.0,9,4,41.82,0.371,1,Sharjah,Debit Card,0,Indian
USR025298,29,114.65,3324.85,4,13.79,10,1,46.16,0.384,0,Dubai,Apple Pay,0,Indian
USR025314,33,143.68,4741.42,8,24.24,10,0,39.05,0.368,1,Sharjah,Credit Card,0,Indian
USR025316,32,148.81,4761.77,3,9.38,10,5,47.8,0.407,1,Dubai,Apple Pay,0,Indian
USR025317,35,108.78,3807.32,2,5.71,8,2,48.57,0.419,0,Abu Dhabi,Apple Pay,0,Indian
USR025320,25,87.68,2192.01,2,8.0,10,1,45.35,0.38,0,Ajman,Credit Card,0,Indian
USR025321,19,87.13,1655.4,2,10.53,5,5,43.62,0.375,0,Sharjah,Credit Card,1,Indian
USR025335,30,97.46,2923.73,3,10.0,5,8,40.85,0.391,0,Dubai,Credit Card,0,Indian
USR025343,27,123.48,3334.06,5,18.52,9,0,39.96,0.369,1,Sharjah,Credit Card,0,American
USR025346,19,156.17,2967.19,2,10.53,8,1,44.9,0.365,1,Sharjah,Debit Card,0,Pakistani
USR025347,28,148.18,4149.1,3,10.71,10,1,41.0,0.399,0,Dubai,Credit Card,0,Arabic
USR025356,12,106.43,1277.17,1,8.33,2,1,39.53,0.366,0,Sharjah,Apple Pay,1,Arabic
USR025364,22,169.79,3735.42,2,9.09,8,1,36.65,0.385,0,Abu Dhabi,Credit Card,0,Arabic
USR025371,12,67.04,804.48,0,0.0,2,5,45.63,0.385,1,Dubai,Credit Card,1,Indian
USR025379,19,110.85,2106.19,4,21.05,4,2,46.55,0.383,0,Dubai,In-App Wallet,0,Indian
USR025380,18,115.64,2081.55,4,22.22,4,3,48.43,0.367,1,Dubai,Credit Card,0,Indian
USR025386,28,111.08,3110.24,3,10.71,8,0,42.81,0.421,1,Sharjah,In-App Wallet,0,American
USR025388,25,142.23,3555.76,2,8.0,7,1,44.52,0.359,0,Ajman,Credit Card,0,Indian
USR025391,32,91.98,2943.51,3,9.38,12,5,40.7,0.345,1,Dubai,Apple Pay,0,Indian
USR025396,18,158.16,2846.95,1,5.56,5,0,42.85,0.385,0,Dubai,Credit Card,0,Indian
USR025399,18,146.89,2644.03,1,5.56,8,3,41.63,0.375,1,Dubai,Credit Card,1,Arabic
USR025415,26,111.44,2897.57,4,15.38,9,1,45.79,0.376,0,Dubai,In-App Wallet,0,Indian
USR025416,31,106.94,3315.15,0,0.0,8,4,43.81,0.357,0,Dubai,Credit Card,0,Indian
USR025420,30,137.52,4125.56,4,13.33,6,1,42.09,0.373,0,Abu Dhabi,In-App Wallet,0,American
USR025427,25,100.12,2502.91,4,16.0,7,6,44.39,0.357,1,Sharjah,Apple Pay,1,Indian
USR025433,18,81.56,1468.16,1,5.56,3,1,47.46,0.412,0,Dubai,Debit Card,0,Arabic
USR025437,30,80.86,2425.74,5,16.67,10,1,43.85,0.39,0,Abu Dhabi,Apple Pay,0,Italian
USR025440,21,142.27,2987.68,2,9.52,6,3,44.43,0.422,1,Sharjah,Credit Card,1,Indian
USR025442,32,123.35,3947.3,3,9.38,5,1,44.16,0.373,1,Dubai,Apple Pay,0,Indian
USR025443,21,151.18,3174.79,1,4.76,7,1,36.34,0.362,1,Abu Dhabi,Credit Card,0,Indian
USR025447,19,124.96,2374.26,3,15.79,3,3,36.2,0.358,1,Abu Dhabi,Apple Pay,0,American
USR025456,21,104.74,2199.53,5,23.81,3,2,49.9,0.383,1,Dubai,Credit Card,0,Indian
USR025457,22,136.44,3001.77,2,9.09,6,3,45.7,0.392,1,Abu Dhabi,Debit Card,0,Indian
USR025487,10,102.44,1024.35,0,0.0,3,3,52.96,0.347,0,Dubai,Debit Card,1,Indian
USR025490,22,109.75,2414.57,1,4.55,8,1,41.8,0.419,1,Sharjah,Credit Card,0,Indian
USR025494,36,138.12,4972.14,4,11.11,12,0,39.46,0.332,0,Dubai,In-App Wallet,0,Indian
USR025495,12,149.26,1791.15,3,25.0,1,0,38.78,0.366,1,Dubai,Credit Card,1,Indian
USR025498,24,136.81,3283.4,5,20.83,2,2,34.03,0.357,0,Dubai,Apple Pay,0,Indian
USR025505,11,145.34,1598.79,2,18.18,1,2,48.05,0.371,1,Dubai,Apple Pay,1,Filipino
USR025508,29,129.66,3760.16,1,3.45,9,2,45.01,0.364,1,Dubai,Credit Card,0,Lebanese
USR025510,18,83.8,1508.41,2,11.11,5,5,40.79,0.422,1,Dubai,Credit Card,1,Chinese
USR025513,30,102.59,3077.79,3,10.0,7,1,39.48,0.389,1,Sharjah,Debit Card,0,Filipino
USR025524,36,134.84,4854.15,7,19.44,13,2,42.18,0.403,1,Dubai,Credit Card,0,Indian
USR025529,16,113.6,1817.55,4,25.0,3,1,47.21,0.417,1,Dubai,Apple Pay,1,Indian
USR025532,13,108.42,1409.49,1,7.69,4,2,32.08,0.404,0,Dubai,Credit Card,0,Lebanese
USR025535,19,116.0,2203.98,2,10.53,3,1,47.73,0.376,1,Dubai,Credit Card,1,Indian
USR025539,28,145.59,4076.5,5,17.86,11,2,35.34,0.344,1,Dubai,Apple Pay,0,Indian
USR025542,29,150.98,4378.48,2,6.9,10,4,46.55,0.342,0,Dubai,Debit Card,0,Indian
USR025549,27,100.6,2716.33,5,18.52,7,2,48.81,0.408,0,Dubai,Debit Card,0,Indian
USR025551,16,94.18,1506.81,2,12.5,6,2,36.69,0.331,1,Dubai,Apple Pay,0,Indian
USR025552,21,126.45,2655.46,0,0.0,4,2,44.63,0.39,1,Dubai,Credit Card,0,Arabic
USR025554,34,120.96,4112.7,5,14.71,8,2,41.4,0.403,1,Dubai,Apple Pay,0,Indian
USR025559,30,116.88,3506.37,0,0.0,8,3,38.57,0.385,1,Dubai,Debit Card,0,Indian
USR025561,31,123.48,3827.81,5,16.13,6,3,39.91,0.364,1,Dubai,Apple Pay,0,Lebanese
USR025572,25,109.84,2745.88,0,0.0,7,2,44.64,0.378,0,Abu Dhabi,Credit Card,0,Indian
USR025585,21,80.45,1689.54,0,0.0,6,4,46.26,0.38,1,Dubai,Credit Card,1,Filipino
USR025591,26,121.51,3159.19,2,7.69,10,3,46.81,0.373,1,Ajman,Credit Card,0,Indian
USR025612,35,171.36,5997.67,5,14.29,7,1,38.93,0.398,0,Dubai,Credit Card,0,Indian
USR025614,37,121.12,4481.52,2,5.41,9,5,39.64,0.351,1,Sharjah,In-App Wallet,0,Filipino
USR025615,27,114.34,3087.07,6,22.22,7,4,43.24,0.383,1,Abu Dhabi,Apple Pay,0,Indian
USR025618,44,148.79,6546.92,3,6.82,12,3,39.84,0.365,1,Abu Dhabi,Apple Pay,0,Indian
USR025624,29,138.03,4002.97,4,13.79,14,2,40.06,0.37,0,Sharjah,In-App Wallet,0,Indian
USR025625,23,108.67,2499.3,2,8.7,4,1,42.26,0.434,1,Dubai,Credit Card,0,Indian
USR025627,11,172.2,1894.19,1,9.09,3,3,40.74,0.384,1,Dubai,Apple Pay,1,Indian
USR025628,29,147.54,4278.79,5,17.24,13,2,42.94,0.367,1,Ajman,Credit Card,0,Indian
USR025638,25,143.56,3588.94,1,4.0,10,4,40.4,0.375,1,Abu Dhabi,Credit Card,0,Indian
USR025639,21,117.81,2474.01,4,19.05,7,4,40.14,0.34,0,Dubai,Credit Card,0,Italian
USR025647,23,122.82,2824.83,0,0.0,6,3,46.88,0.398,0,Dubai,Credit Card,0,Indian
USR025648,27,148.79,4017.21,4,14.81,8,2,39.44,0.333,1,Abu Dhabi,Credit Card,0,Indian
USR025651,33,135.94,4485.91,3,9.09,7,4,40.25,0.359,1,Dubai,Apple Pay,0,Indian
USR025652,12,137.42,1649.01,2,16.67,3,1,52.61,0.389,0,Dubai,Credit Card,1,Pakistani
USR025654,33,123.45,4073.81,10,30.3,10,1,44.23,0.394,0,Dubai,Apple Pay,0,Indian
USR025662,26,158.36,4117.27,1,3.85,8,3,48.58,0.371,1,Sharjah,Apple Pay,0,Arabic
USR025676,31,140.52,4356.25,3,9.68,7,4,40.73,0.369,1,Abu Dhabi,Apple Pay,0,Indian
USR025678,23,141.28,3249.39,1,4.35,7,1,43.19,0.317,1,Dubai,Apple Pay,0,Indian
USR025686,35,117.88,4125.66,7,20.0,15,2,37.38,0.361,0,Abu Dhabi,In-App Wallet,0,Indian
USR025692,27,92.44,2495.93,2,7.41,8,2,42.3,0.365,1,Sharjah,Debit Card,0,Chinese
USR025694,30,121.28,3638.42,3,10.0,10,2,38.66,0.397,1,Dubai,Apple Pay,0,Filipino
USR025718,25,106.04,2651.0,5,20.0,5,1,46.7,0.371,1,Dubai,Credit Card,0,Indian
USR025720,31,115.72,3587.41,2,6.45,8,2,43.52,0.399,1,Dubai,Debit Card,0,Indian
USR025721,26,174.9,4547.48,4,15.38,7,2,47.37,0.404,1,Dubai,Credit Card,0,Indian
USR025724,28,136.14,3811.84,2,7.14,8,4,46.01,0.379,0,Dubai,Apple Pay,0,Indian
USR025725,31,117.91,3655.17,4,12.9,11,3,41.87,0.377,1,Dubai,Credit Card,0,Indian
USR025726,23,121.37,2791.51,2,8.7,5,2,44.9,0.401,0,Dubai,Debit Card,0,Chinese
USR025727,27,144.19,3893.11,2,7.41,5,3,42.11,0.378,1,Dubai,In-App Wallet,0,Indian
USR025728,27,146.16,3946.24,5,18.52,7,1,40.15,0.375,0,Dubai,Apple Pay,0,Indian
USR025731,34,143.46,4877.63,1,2.94,8,1,40.82,0.382,0,Ajman,Apple Pay,0,Indian
USR025734,19,145.9,2772.14,2,10.53,6,3,46.29,0.358,0,Dubai,Credit Card,0,Indian
USR025739,33,155.22,5122.34,3,9.09,6,2,47.93,0.423,1,Dubai,Credit Card,0,Indian
USR025741,11,121.89,1340.76,4,36.36,2,1,38.57,0.373,0,Sharjah,Apple Pay,1,Indian
USR025743,29,124.01,3596.15,3,10.34,10,0,43.24,0.364,1,Ajman,Debit Card,0,Indian
USR025744,10,120.47,1204.66,2,20.0,4,0,43.4,0.362,0,Abu Dhabi,Credit Card,1,Filipino
USR025747,28,98.78,2765.83,5,17.86,10,3,43.63,0.383,0,Dubai,Credit Card,0,Indian
USR025754,26,138.3,3595.8,4,15.38,7,3,41.27,0.362,0,Ajman,Apple Pay,0,Indian
USR025755,29,126.38,3664.92,1,3.45,8,2,37.06,0.337,0,Dubai,Credit Card,0,Filipino
USR025759,35,151.07,5287.29,3,8.57,9,3,44.11,0.418,1,Dubai,Apple Pay,0,Indian
USR025762,30,109.67,3290.07,5,16.67,9,3,48.29,0.377,0,Dubai,Apple Pay,0,Indian
USR025766,31,149.36,4630.02,3,9.68,7,3,43.17,0.41,1,Dubai,Apple Pay,0,Indian
USR025771,28,142.49,3989.65,3,10.71,12,1,39.14,0.364,0,Abu Dhabi,Credit Card,0,Indian
USR025772,28,86.36,2418.15,3,10.71,10,2,49.35,0.387,0,Abu Dhabi,Credit Card,0,Indian
USR025776,34,169.17,5751.82,4,11.76,15,3,43.71,0.412,0,Dubai,Debit Card,0,Indian
USR025777,11,138.55,1524.02,2,18.18,3,2,42.97,0.34,0,Dubai,Apple Pay,1,Indian
USR025781,33,158.17,5219.7,1,3.03,10,4,34.42,0.361,1,Dubai,Apple Pay,0,Filipino
USR025783,31,111.69,3462.44,3,9.68,9,3,41.99,0.429,1,Dubai,Apple Pay,0,Indian
USR025784,30,119.33,3579.98,3,10.0,7,3,44.29,0.357,1,Dubai,Apple Pay,0,Indian
USR025787,24,143.4,3441.48,3,12.5,9,2,46.73,0.352,1,Dubai,Apple Pay,0,American
USR025791,14,129.71,1815.99,1,7.14,4,6,40.84,0.339,0,Ajman,In-App Wallet,1,Pakistani
USR025795,15,108.18,1622.65,0,0.0,0,3,37.51,0.4,1,Dubai,In-App Wallet,1,Indian
USR025800,33,108.18,3569.86,7,21.21,9,3,45.07,0.383,1,Ajman,Apple Pay,0,Pakistani
USR025802,20,81.64,1632.87,3,15.0,5,1,42.37,0.364,0,Sharjah,In-App Wallet,1,Filipino
USR025806,24,112.92,2710.14,3,12.5,6,2,45.6,0.391,1,Dubai,In-App Wallet,0,Indian
USR025812,15,177.53,2662.91,0,0.0,4,0,48.07,0.393,1,Dubai,Apple Pay,1,Indian
USR025816,18,171.41,3085.29,3,16.67,6,1,50.97,0.399,1,Dubai,In-App Wallet,0,Arabic
USR025817,22,143.42,3155.26,3,13.64,6,4,39.18,0.367,1,Dubai,In-App Wallet,1,Indian
USR025818,10,268.76,2687.58,0,0.0,3,2,52.1,0.421,1,Sharjah,In-App Wallet,1,Arabic
USR025825,26,128.1,3330.7,5,19.23,8,3,43.44,0.376,0,Sharjah,Debit Card,0,Indian
USR025829,36,161.71,5821.4,2,5.56,6,2,44.72,0.415,1,Dubai,Credit Card,0,Indian
USR025835,27,128.39,3466.51,3,11.11,10,3,40.73,0.377,1,Dubai,In-App Wallet,0,Indian
USR025841,27,106.34,2871.1,1,3.7,11,0,45.7,0.385,1,Dubai,Apple Pay,0,Indian
USR025842,33,118.17,3899.52,4,12.12,13,3,41.04,0.398,1,Dubai,Credit Card,0,Indian
USR025852,35,96.0,3360.08,1,2.86,9,3,41.63,0.354,1,Dubai,Credit Card,0,Filipino
USR025853,29,96.14,2788.04,4,13.79,9,3,42.8,0.371,0,Abu Dhabi,Credit Card,0,Indian
USR025857,18,113.55,2043.81,2,11.11,8,1,44.3,0.367,1,Dubai,Debit Card,0,Indian
USR025859,12,83.15,997.76,4,33.33,1,1,46.91,0.371,0,Dubai,Credit Card,1,Indian
USR025861,30,110.84,3325.07,2,6.67,12,3,49.23,0.39,0,Abu Dhabi,Apple Pay,0,Indian
USR025863,34,96.64,3285.79,2,5.88,17,3,46.71,0.372,1,Dubai,Credit Card,0,Indian
USR025872,32,129.05,4129.6,1,3.13,8,3,44.09,0.342,1,Dubai,Credit Card,0,Indian
USR025876,14,96.67,1353.4,2,14.29,5,1,48.1,0.39,1,Dubai,Credit Card,1,Arabic
USR025879,29,108.43,3144.44,3,10.34,9,5,47.68,0.367,1,Abu Dhabi,In-App Wallet,0,Indian
USR025884,11,99.47,1094.21,1,9.09,1,2,41.06,0.363,0,Abu Dhabi,Apple Pay,1,Italian
USR025885,34,115.29,3919.95,1,2.94,12,6,39.38,0.373,1,Abu Dhabi,Apple Pay,0,Indian
USR025889,21,142.59,2994.47,3,14.29,5,2,41.78,0.381,0,Abu Dhabi,Debit Card,0,Indian
USR025900,30,156.75,4702.62,0,0.0,14,3,46.78,0.389,1,Sharjah,Credit Card,0,Indian
USR025901,26,117.68,3059.72,1,3.85,8,4,45.45,0.345,0,Sharjah,In-App Wallet,0,Indian
USR025903,27,141.57,3822.34,6,22.22,4,2,40.91,0.37,0,Dubai,Apple Pay,0,Indian
USR025904,16,71.66,1146.5,1,6.25,3,1,42.59,0.358,1,Ajman,Apple Pay,1,Arabic
USR025909,31,117.41,3639.81,4,12.9,9,1,45.79,0.375,1,Dubai,Apple Pay,0,Indian
USR025911,25,115.51,2887.76,3,12.0,8,1,46.47,0.402,0,Dubai,Apple Pay,0,Pakistani
USR025917,27,93.26,2518.13,1,3.7,9,4,45.83,0.363,1,Ajman,Credit Card,0,Indian
USR025922,32,103.88,3324.3,2,6.25,6,2,37.71,0.375,1,Abu Dhabi,Credit Card,0,Indian
USR025923,33,105.5,3481.48,3,9.09,12,0,40.66,0.358,0,Dubai,Apple Pay,0,Indian
USR025926,18,112.36,2022.42,3,16.67,6,1,38.86,0.36,0,Dubai,Credit Card,1,Indian
USR025929,29,109.07,3163.06,3,10.34,6,4,41.29,0.416,1,Dubai,Credit Card,0,Indian
USR025937,35,108.07,3782.44,3,8.57,6,1,38.93,0.374,1,Ajman,Apple Pay,0,Filipino
USR025942,19,143.68,2729.86,2,10.53,5,3,48.83,0.374,1,Sharjah,In-App Wallet,1,Arabic
USR025947,14,110.07,1540.98,2,14.29,6,2,47.11,0.4,0,Dubai,Apple Pay,1,Japanese
USR025959,13,92.12,1197.57,1,7.69,6,3,31.52,0.324,1,Dubai,Credit Card,1,Indian
USR025968,19,119.97,2279.39,4,21.05,5,0,38.35,0.366,1,Sharjah,Credit Card,0,Indian
USR025970,29,124.67,3615.31,3,10.34,7,1,38.82,0.352,0,Sharjah,Apple Pay,0,American
USR025971,15,172.69,2590.3,1,6.67,3,0,54.21,0.419,0,Dubai,Credit Card,1,Indian
USR025975,30,91.74,2752.08,4,13.33,5,1,42.97,0.379,1,Abu Dhabi,Debit Card,0,Indian
USR025988,42,126.02,5292.7,10,23.81,11,4,42.41,0.389,1,Dubai,Credit Card,0,Indian
USR025989,34,171.31,5824.59,3,8.82,13,2,42.72,0.382,1,Dubai,Apple Pay,0,Indian
USR025998,28,113.54,3179.02,1,3.57,11,2,49.45,0.368,1,Abu Dhabi,Credit Card,0,Arabic
USR026003,22,108.63,2389.89,1,4.55,6,2,41.01,0.351,1,Sharjah,Credit Card,1,Arabic
USR026008,38,101.47,3855.74,3,7.89,10,3,50.91,0.424,1,Dubai,Apple Pay,0,Indian
USR026012,26,146.48,3808.61,2,7.69,9,1,47.7,0.391,1,Ajman,Apple Pay,0,Indian
USR026013,27,140.47,3792.78,0,0.0,11,4,43.74,0.406,1,Abu Dhabi,Apple Pay,0,Indian
USR026015,29,133.37,3867.74,1,3.45,12,4,49.21,0.414,1,Sharjah,Debit Card,0,Italian
USR026017,29,94.39,2737.23,3,10.34,6,2,38.35,0.386,1,Sharjah,Credit Card,0,Indian
USR026019,24,104.94,2518.58,3,12.5,8,3,38.78,0.379,0,Abu Dhabi,In-App Wallet,0,Indian
USR026020,28,141.79,3970.12,4,14.29,11,4,42.3,0.368,1,Sharjah,Credit Card,0,Indian
USR026022,29,158.44,4594.87,3,10.34,12,4,44.4,0.387,1,Abu Dhabi,Credit Card,0,Indian
